Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8,Symptom_9,Symptom_10,Symptom_11,Symptom_12,Symptom_13,Symptom_14,Symptom_15,Symptom_16,Symptom_17,All_Symptoms
Dengue, skin_rash, chills, joint_pain, vomiting, fatigue, high_fever, headache, nausea, loss_of_appetite, pain_behind_the_eyes, back_pain, malaise, muscle_pain, red_spots_over_body,,,,_skin_rash _chills _joint_pain _vomiting _fatigue _high_fever _headache _nausea _loss_of_appetite _pain_behind_the_eyes _back_pain _malaise _muscle_pain _red_spots_over_body
Dengue, chills, joint_pain, vomiting, fatigue, high_fever, headache, nausea, loss_of_appetite, pain_behind_the_eyes, back_pain, malaise, muscle_pain, red_spots_over_body,,,,,_chills _joint_pain _vomiting _fatigue _high_fever _headache _nausea _loss_of_appetite _pain_behind_the_eyes _back_pain _malaise _muscle_pain _red_spots_over_body
Dengue, skin_rash, joint_pain, vomiting, fatigue, high_fever, headache, nausea, loss_of_appetite, pain_behind_the_eyes, back_pain, malaise, muscle_pain, red_spots_over_body,,,,,_skin_rash _joint_pain _vomiting _fatigue _high_fever _headache _nausea _loss_of_appetite _pain_behind_the_eyes _back_pain _malaise _muscle_pain _red_spots_over_body
Dengue, skin_rash, chills, vomiting, fatigue, high_fever, headache, nausea, loss_of_appetite, pain_behind_the_eyes, back_pain, malaise, muscle_pain, red_spots_over_body,,,,,_skin_rash _chills _vomiting _fatigue _high_fever _headache _nausea _loss_of_appetite _pain_behind_the_eyes _back_pain _malaise _muscle_pain _red_spots_over_body
Dengue, skin_rash, chills, joint_pain, fatigue, high_fever, headache, nausea, loss_of_appetite, pain_behind_the_eyes, back_pain, malaise, muscle_pain, red_spots_over_body,,,,,_skin_rash _chills _joint_pain _fatigue _high_fever _headache _nausea _loss_of_appetite _pain_behind_the_eyes _back_pain _malaise _muscle_pain _red_spots_over_body
Dengue, skin_rash, chills, joint_pain, vomiting, high_fever, headache, nausea, loss_of_appetite, pain_behind_the_eyes, back_pain, malaise, muscle_pain, red_spots_over_body,,,,,_skin_rash _chills _joint_pain _vomiting _high_fever _headache _nausea _loss_of_appetite _pain_behind_the_eyes _back_pain _malaise _muscle_pain _red_spots_over_body
Dengue, skin_rash, chills, joint_pain, vomiting, fatigue, headache, nausea, loss_of_appetite, pain_behind_the_eyes, back_pain, malaise, muscle_pain, red_spots_over_body,,,,,_skin_rash _chills _joint_pain _vomiting _fatigue _headache _nausea _loss_of_appetite _pain_behind_the_eyes _back_pain _malaise _muscle_pain _red_spots_over_body
Typhoid, chills, vomiting, fatigue, high_fever, nausea, constipation, abdominal_pain, diarrhoea, toxic_look_(typhos), belly_pain,,,,,,,,_chills _vomiting _fatigue _high_fever _nausea _constipation _abdominal_pain _diarrhoea _toxic_look_(typhos) _belly_pain
Typhoid, chills, vomiting, fatigue, high_fever, headache, constipation, abdominal_pain, diarrhoea, toxic_look_(typhos), belly_pain,,,,,,,,_chills _vomiting _fatigue _high_fever _headache _constipation _abdominal_pain _diarrhoea _toxic_look_(typhos) _belly_pain
Typhoid, chills, vomiting, fatigue, high_fever, headache, nausea, abdominal_pain, diarrhoea, toxic_look_(typhos), belly_pain,,,,,,,,_chills _vomiting _fatigue _high_fever _headache _nausea _abdominal_pain _diarrhoea _toxic_look_(typhos) _belly_pain
Typhoid, chills, vomiting, fatigue, high_fever, headache, nausea, constipation, diarrhoea, toxic_look_(typhos), belly_pain,,,,,,,,_chills _vomiting _fatigue _high_fever _headache _nausea _constipation _diarrhoea _toxic_look_(typhos) _belly_pain
Typhoid, chills, vomiting, fatigue, high_fever, headache, nausea, constipation, abdominal_pain, toxic_look_(typhos), belly_pain,,,,,,,,_chills _vomiting _fatigue _high_fever _headache _nausea _constipation _abdominal_pain _toxic_look_(typhos) _belly_pain
Typhoid, chills, vomiting, fatigue, high_fever, headache, nausea, constipation, abdominal_pain, diarrhoea, belly_pain,,,,,,,,_chills _vomiting _fatigue _high_fever _headache _nausea _constipation _abdominal_pain _diarrhoea _belly_pain
Typhoid, chills, vomiting, fatigue, high_fever, headache, nausea, constipation, abdominal_pain, diarrhoea, toxic_look_(typhos),,,,,,,,_chills _vomiting _fatigue _high_fever _headache _nausea _constipation _abdominal_pain _diarrhoea _toxic_look_(typhos)
Typhoid, chills, vomiting, fatigue, high_fever, headache, nausea, constipation, abdominal_pain, diarrhoea, toxic_look_(typhos), belly_pain,,,,,,,_chills _vomiting _fatigue _high_fever _headache _nausea _constipation _abdominal_pain _diarrhoea _toxic_look_(typhos) _belly_pain
Typhoid, chills, vomiting, fatigue, high_fever, headache, nausea, constipation, abdominal_pain, diarrhoea, toxic_look_(typhos), belly_pain,,,,,,,_chills _vomiting _fatigue _high_fever _headache _nausea _constipation _abdominal_pain _diarrhoea _toxic_look_(typhos) _belly_pain
Typhoid, chills, fatigue, high_fever, headache, nausea, constipation, abdominal_pain, diarrhoea, toxic_look_(typhos), belly_pain,,,,,,,,_chills _fatigue _high_fever _headache _nausea _constipation _abdominal_pain _diarrhoea _toxic_look_(typhos) _belly_pain
hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain, diarrhoea, mild_fever, yellowing_of_eyes, muscle_pain,,,,,,,_joint_pain _vomiting _yellowish_skin _dark_urine _nausea _loss_of_appetite _abdominal_pain _diarrhoea _mild_fever _yellowing_of_eyes _muscle_pain
hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain, diarrhoea, mild_fever, yellowing_of_eyes, muscle_pain,,,,,,,_joint_pain _vomiting _yellowish_skin _dark_urine _nausea _loss_of_appetite _abdominal_pain _diarrhoea _mild_fever _yellowing_of_eyes _muscle_pain
hepatitis A, vomiting, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain, diarrhoea, mild_fever, yellowing_of_eyes, muscle_pain,,,,,,,,_vomiting _yellowish_skin _dark_urine _nausea _loss_of_appetite _abdominal_pain _diarrhoea _mild_fever _yellowing_of_eyes _muscle_pain
hepatitis A, joint_pain, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain, diarrhoea, mild_fever, yellowing_of_eyes, muscle_pain,,,,,,,,_joint_pain _yellowish_skin _dark_urine _nausea _loss_of_appetite _abdominal_pain _diarrhoea _mild_fever _yellowing_of_eyes _muscle_pain
hepatitis A, joint_pain, vomiting, dark_urine, nausea, loss_of_appetite, abdominal_pain, diarrhoea, mild_fever, yellowing_of_eyes, muscle_pain,,,,,,,,_joint_pain _vomiting _dark_urine _nausea _loss_of_appetite _abdominal_pain _diarrhoea _mild_fever _yellowing_of_eyes _muscle_pain
hepatitis A, joint_pain, vomiting, yellowish_skin, nausea, loss_of_appetite, abdominal_pain, diarrhoea, mild_fever, yellowing_of_eyes, muscle_pain,,,,,,,,_joint_pain _vomiting _yellowish_skin _nausea _loss_of_appetite _abdominal_pain _diarrhoea _mild_fever _yellowing_of_eyes _muscle_pain
hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine, loss_of_appetite, abdominal_pain, diarrhoea, mild_fever, yellowing_of_eyes, muscle_pain,,,,,,,,_joint_pain _vomiting _yellowish_skin _dark_urine _loss_of_appetite _abdominal_pain _diarrhoea _mild_fever _yellowing_of_eyes _muscle_pain
hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine, nausea, abdominal_pain, diarrhoea, mild_fever, yellowing_of_eyes, muscle_pain,,,,,,,,_joint_pain _vomiting _yellowish_skin _dark_urine _nausea _abdominal_pain _diarrhoea _mild_fever _yellowing_of_eyes _muscle_pain
hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine, nausea, loss_of_appetite, diarrhoea, mild_fever, yellowing_of_eyes, muscle_pain,,,,,,,,_joint_pain _vomiting _yellowish_skin _dark_urine _nausea _loss_of_appetite _diarrhoea _mild_fever _yellowing_of_eyes _muscle_pain
hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain, mild_fever, yellowing_of_eyes, muscle_pain,,,,,,,,_joint_pain _vomiting _yellowish_skin _dark_urine _nausea _loss_of_appetite _abdominal_pain _mild_fever _yellowing_of_eyes _muscle_pain
Hepatitis B,itching, fatigue, lethargy, yellowish_skin, dark_urine, loss_of_appetite, abdominal_pain, yellow_urine, yellowing_of_eyes, malaise, receiving_blood_transfusion, receiving_unsterile_injections,,,,,,itching _fatigue _lethargy _yellowish_skin _dark_urine _loss_of_appetite _abdominal_pain _yellow_urine _yellowing_of_eyes _malaise _receiving_blood_transfusion _receiving_unsterile_injections
Hepatitis B,itching, fatigue, lethargy, yellowish_skin, dark_urine, loss_of_appetite, abdominal_pain, yellow_urine, yellowing_of_eyes, malaise, receiving_blood_transfusion, receiving_unsterile_injections,,,,,,itching _fatigue _lethargy _yellowish_skin _dark_urine _loss_of_appetite _abdominal_pain _yellow_urine _yellowing_of_eyes _malaise _receiving_blood_transfusion _receiving_unsterile_injections
Hepatitis B, fatigue, lethargy, yellowish_skin, dark_urine, loss_of_appetite, abdominal_pain, yellow_urine, yellowing_of_eyes, malaise, receiving_blood_transfusion, receiving_unsterile_injections,,,,,,,_fatigue _lethargy _yellowish_skin _dark_urine _loss_of_appetite _abdominal_pain _yellow_urine _yellowing_of_eyes _malaise _receiving_blood_transfusion _receiving_unsterile_injections
Hepatitis B,itching, lethargy, yellowish_skin, dark_urine, loss_of_appetite, abdominal_pain, yellow_urine, yellowing_of_eyes, malaise, receiving_blood_transfusion, receiving_unsterile_injections,,,,,,,itching _lethargy _yellowish_skin _dark_urine _loss_of_appetite _abdominal_pain _yellow_urine _yellowing_of_eyes _malaise _receiving_blood_transfusion _receiving_unsterile_injections
Hepatitis B,itching, fatigue, yellowish_skin, dark_urine, loss_of_appetite, abdominal_pain, yellow_urine, yellowing_of_eyes, malaise, receiving_blood_transfusion, receiving_unsterile_injections,,,,,,,itching _fatigue _yellowish_skin _dark_urine _loss_of_appetite _abdominal_pain _yellow_urine _yellowing_of_eyes _malaise _receiving_blood_transfusion _receiving_unsterile_injections
Hepatitis B,itching, fatigue, lethargy, dark_urine, loss_of_appetite, abdominal_pain, yellow_urine, yellowing_of_eyes, malaise, receiving_blood_transfusion, receiving_unsterile_injections,,,,,,,itching _fatigue _lethargy _dark_urine _loss_of_appetite _abdominal_pain _yellow_urine _yellowing_of_eyes _malaise _receiving_blood_transfusion _receiving_unsterile_injections
Hepatitis B,itching, fatigue, lethargy, yellowish_skin, loss_of_appetite, abdominal_pain, yellow_urine, yellowing_of_eyes, malaise, receiving_blood_transfusion, receiving_unsterile_injections,,,,,,,itching _fatigue _lethargy _yellowish_skin _loss_of_appetite _abdominal_pain _yellow_urine _yellowing_of_eyes _malaise _receiving_blood_transfusion _receiving_unsterile_injections
Hepatitis B,itching, fatigue, lethargy, yellowish_skin, dark_urine, abdominal_pain, yellow_urine, yellowing_of_eyes, malaise, receiving_blood_transfusion, receiving_unsterile_injections,,,,,,,itching _fatigue _lethargy _yellowish_skin _dark_urine _abdominal_pain _yellow_urine _yellowing_of_eyes _malaise _receiving_blood_transfusion _receiving_unsterile_injections
Hepatitis B,itching, fatigue, lethargy, yellowish_skin, dark_urine, loss_of_appetite, yellow_urine, yellowing_of_eyes, malaise, receiving_blood_transfusion, receiving_unsterile_injections,,,,,,,itching _fatigue _lethargy _yellowish_skin _dark_urine _loss_of_appetite _yellow_urine _yellowing_of_eyes _malaise _receiving_blood_transfusion _receiving_unsterile_injections
Hepatitis B,itching, fatigue, lethargy, yellowish_skin, dark_urine, loss_of_appetite, abdominal_pain, yellowing_of_eyes, malaise, receiving_blood_transfusion, receiving_unsterile_injections,,,,,,,itching _fatigue _lethargy _yellowish_skin _dark_urine _loss_of_appetite _abdominal_pain _yellowing_of_eyes _malaise _receiving_blood_transfusion _receiving_unsterile_injections
Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite, family_history,,,,,,,,,,,,,_fatigue _yellowish_skin _nausea _loss_of_appetite _family_history
Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite, yellowing_of_eyes, family_history,,,,,,,,,,,,_fatigue _yellowish_skin _nausea _loss_of_appetite _yellowing_of_eyes _family_history
Hepatitis C, yellowish_skin, nausea, loss_of_appetite, yellowing_of_eyes, family_history,,,,,,,,,,,,,_yellowish_skin _nausea _loss_of_appetite _yellowing_of_eyes _family_history
Hepatitis C, fatigue, nausea, loss_of_appetite, yellowing_of_eyes, family_history,,,,,,,,,,,,,_fatigue _nausea _loss_of_appetite _yellowing_of_eyes _family_history
Hepatitis C, fatigue, yellowish_skin, loss_of_appetite, yellowing_of_eyes, family_history,,,,,,,,,,,,,_fatigue _yellowish_skin _loss_of_appetite _yellowing_of_eyes _family_history
Hepatitis C, fatigue, yellowish_skin, nausea, yellowing_of_eyes, family_history,,,,,,,,,,,,,_fatigue _yellowish_skin _nausea _yellowing_of_eyes _family_history
Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite, family_history,,,,,,,,,,,,,_fatigue _yellowish_skin _nausea _loss_of_appetite _family_history
Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite, yellowing_of_eyes,,,,,,,,,,,,,_fatigue _yellowish_skin _nausea _loss_of_appetite _yellowing_of_eyes
Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite, yellowing_of_eyes, family_history,,,,,,,,,,,,_fatigue _yellowish_skin _nausea _loss_of_appetite _yellowing_of_eyes _family_history
Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite, yellowing_of_eyes, family_history,,,,,,,,,,,,_fatigue _yellowish_skin _nausea _loss_of_appetite _yellowing_of_eyes _family_history
Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes,,,,,,,,,_joint_pain _vomiting _fatigue _yellowish_skin _dark_urine _nausea _loss_of_appetite _abdominal_pain _yellowing_of_eyes
Hepatitis D, vomiting, fatigue, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes,,,,,,,,,,_vomiting _fatigue _yellowish_skin _dark_urine _nausea _loss_of_appetite _abdominal_pain _yellowing_of_eyes
Hepatitis D, joint_pain, fatigue, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes,,,,,,,,,,_joint_pain _fatigue _yellowish_skin _dark_urine _nausea _loss_of_appetite _abdominal_pain _yellowing_of_eyes
Hepatitis D, joint_pain, vomiting, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes,,,,,,,,,,_joint_pain _vomiting _yellowish_skin _dark_urine _nausea _loss_of_appetite _abdominal_pain _yellowing_of_eyes
Hepatitis D, joint_pain, vomiting, fatigue, dark_urine, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes,,,,,,,,,,_joint_pain _vomiting _fatigue _dark_urine _nausea _loss_of_appetite _abdominal_pain _yellowing_of_eyes
Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes,,,,,,,,,,_joint_pain _vomiting _fatigue _yellowish_skin _nausea _loss_of_appetite _abdominal_pain _yellowing_of_eyes
Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin, dark_urine, loss_of_appetite, abdominal_pain, yellowing_of_eyes,,,,,,,,,,_joint_pain _vomiting _fatigue _yellowish_skin _dark_urine _loss_of_appetite _abdominal_pain _yellowing_of_eyes
Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin, dark_urine, nausea, abdominal_pain, yellowing_of_eyes,,,,,,,,,,_joint_pain _vomiting _fatigue _yellowish_skin _dark_urine _nausea _abdominal_pain _yellowing_of_eyes
Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin, dark_urine, nausea, loss_of_appetite, yellowing_of_eyes,,,,,,,,,,_joint_pain _vomiting _fatigue _yellowish_skin _dark_urine _nausea _loss_of_appetite _yellowing_of_eyes
Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain,,,,,,,,,,_joint_pain _vomiting _fatigue _yellowish_skin _dark_urine _nausea _loss_of_appetite _abdominal_pain
Hepatitis E, joint_pain, vomiting, fatigue, high_fever, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes, coma, stomach_bleeding,,,,,,_joint_pain _vomiting _fatigue _high_fever _yellowish_skin _dark_urine _nausea _loss_of_appetite _abdominal_pain _yellowing_of_eyes _coma _stomach_bleeding
Hepatitis E, joint_pain, vomiting, fatigue, high_fever, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes, acute_liver_failure, coma, stomach_bleeding,,,,,_joint_pain _vomiting _fatigue _high_fever _yellowish_skin _dark_urine _nausea _loss_of_appetite _abdominal_pain _yellowing_of_eyes _acute_liver_failure _coma _stomach_bleeding
Hepatitis E, joint_pain, vomiting, fatigue, high_fever, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes, acute_liver_failure, coma, stomach_bleeding,,,,,_joint_pain _vomiting _fatigue _high_fever _yellowish_skin _dark_urine _nausea _loss_of_appetite _abdominal_pain _yellowing_of_eyes _acute_liver_failure _coma _stomach_bleeding
Hepatitis E, vomiting, fatigue, high_fever, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes, acute_liver_failure, coma, stomach_bleeding,,,,,,_vomiting _fatigue _high_fever _yellowish_skin _dark_urine _nausea _loss_of_appetite _abdominal_pain _yellowing_of_eyes _acute_liver_failure _coma _stomach_bleeding
Hepatitis E, joint_pain, fatigue, high_fever, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes, acute_liver_failure, coma, stomach_bleeding,,,,,,_joint_pain _fatigue _high_fever _yellowish_skin _dark_urine _nausea _loss_of_appetite _abdominal_pain _yellowing_of_eyes _acute_liver_failure _coma _stomach_bleeding
